id;nombre;categoria;precio;imagen
7790070432254;ARROZ GALLO PREP MIX VEGETALES X 240GR;;3095.000;
7790070433114;ARROZ GALLO ORO X 500 GR;;1330.000;
7790070433145;ARROZ GALLO LARGO FINO X 500 GR;;2130.000;
7790070503848;BLANCAFLOR CHIPA X 250 GR;;6.747;
7790070506917;HARINA BLANCAFLOR 000 X 1KG;;200.000;
7790070506924;HARINA BLANCAFLOR 0000 X 1KG;;365.000;
7790070507235;HARINA FAVORITA 000 X 1 KG;;55.000;
7790070507242;HARINA 0000 FAVORITA X 1KG;;1060.000;
7790070507273;YERBA NOBLEZA GAUCHA X 500 GR;;186.000;
7790070507341;MINERVA X 500 CM;;2330.000;
7790070507358;MINERVA X 1LT;;4620.000;
7790070507372;MINERVA X 250 CC;;1530.000;
7790070507389;YERBA CRUZ DE MALTA SELECCION X 500GR;;231.000;
7790070507938;PREMEZCLA ÑOQUIS PAPA BLANCAFLOR X 350 GR;;200.000;
7790070508058;PREMEZCLA P/TORTAS FRITAS LUCCHETTI X 500 GR;;118.000;
7790070509048;YERBA CRUZ DE MALTA X 500 GR;;2350.000;
7790070562180;HARINA BLANCAFLOR LEUDANTE X 1 KG;;1600.000;
7790070933638;CAFE INSTANTANEO ARLISTAN FCO X 170 GR;;8100.000;
7790070933652;CAFE ARLISTAN X 50 GR;;2610.000;
7790070936493;CAFE ARLISTAN X 100 GR;;4340.000;
7790071010123;GRISINES RIERA CLASICOS X 160 GR;;1310.000;
7790071010420;GRISINES RIERA LIGHT X 160 GR;;980.000;
7790071040113;PAN RALLADO RIERA X 500 GR;;1130.000;
7790071070134;TOSTADAS RIERA LIGHT X 200 GR;;1350.000;
7790071070417;TOSTADA RIERA 7 SEMILLAS X 200GR;;770.000;
7790071070509;TOSTADAS RIERA DULCE LIGHT X 200GR;;260.000;
7790071070608;TOSTADAS RIERA MULTISEMILLAS X 200 GR;;1080.000;
7790071090125;TOSTADAS RIERA DULCES X 200 GR;;870.000;
7790071090231;TOSTADAS RIERA DE MESA X 200 GR;;1170.000;
7790071090330;TOSTADAS RIERA INTEGRAL X 200GR;;1520.000;
7790071090422;TOSTADAS RIERA S/SAL X 200GR;;210.000;
7790072001014;SAL FINA CELUSAL X 500 GR;;1280.000;
7790072001038;SAL FINA CELUSAL SALERO X 500GR;;685.000;
7790079000317;SALCHICHA FELA X 6;;1460.000;
7790079000904;MORTADELA FAMILIAR PALADINI X 500GR;;1420.000;
7790079001031;MINI MORTADELA PALADINI X 300 GR;;4190.000;
7790079010828;SALCHICHAS PALADINI X 6;;2440.000;
7790079011078;PICADILLO PALADINI X 90 GR;;271.000;
7790079016004;HAMBURGUESA PALADINI CLASICA X 2;;346.100;
7790079016011;HAMBURGUESA FELA X 2;;3.484;
7790079019654;NUGGETS DE POLLO PALADINI X 400GR;;630.000;
7790079019692;MEDALLONES DE POLLO PALADINI X 150 GR;;2300.000;
7790079019708;MEDALLONES DE POLLO PALADINI J Y Q X 2 ;;2480.000;
7790079019876;NUGGETS DE POLLO PALADINI X 380 GR;;5000.000;
7790079019913;MINI MORTADELA C/QUESO PALADINI X 300GR;;4190.000;
7790079020704;HAMBURGUESA PALADINI X 2;;2770.000;
7790079020773;MEDALLONES DE POLLO PALADINI C/ESP Y QUESOI X 2U;;2700.000;
7790079020780;HAMBURGUESA PALADINI + GRANDE X 2U;;702.000;
7790079020803;FUN BURGUER DE CERDO PALADINI X 2;;319.000;
7790079020810;MILANESA DE SOJA CLASICAS PALADINI X 2U;;1420.000;
7790079020834;MILANESA DE SOJA PALADINI C/JAMON Y QUESO X 2U;;775.000;
7790079020858;MILANESA DE SOJA PALADINI C/ESP Y QUESO X 2U;;1960.000;
7790079021237;FUN BURGUER CRIOLLA PALADINI X2;;348.000;
7790079021251;FUN BURGUER BACON&CHEDDAR PALADINI X 2;;319.000;
7790079021503;PAPAS BASTON PALADINI X 380GR;;240.000;
7790079021824;NUGGETS DE POLLO PALADINI X 420GR;;630.000;
7790079021923;SALCHICHAS PALADINI C/ESPINACA X 6U;;255.000;
7790079021930;SALCHICHAS PALADINI C/ZANAHORIA X 6U;;255.000;
7790079023354;HAMBURGUESA PALADINI + RAPIDAS X 2;;1650.000;
7790079023446;HAMBURGUESA PALADINI VEGETAL X 160GR;;2260.000;
7790080037029;LECHE LV CHELITA ENTERA X 1 LT;;4.927;
7790119008730;MOSCATO EL ABUELO X 700 ML;;22.022;
7790123001109;PURE DE TOMATE VIGENTE X 520 GR;;185.000;
7790127779981;ADEREZO P/ENSALADAS VANOLI CLASICO LIGHT X 500CC;;410.000;
7790129100127;ENCENDEDOR CANCUN;;1.027;
7790130000034;VINAGRE DE ALCOHOL MENOYO PET X 500ML;;645.000;
7790130000225;JUGO DE LIMON MENOYO X 500ML;;1280.000;
7790139100919;JUGO DE LIMON FAVINCO X 1LT;;780.000;
7790150000021;CAFE EN SAQUITO LA VIRGINIA X 5 GR;;9.000;
7790150006306;CAFE LA VIRGINIA X 125 GR;;2780.000;
7790150006320;CAFE LA VIRGINIA X 250GR;;5970.000;
7790150006351;CAFE LA VIRGINIA X 500 GR;;11700.000;
7790150015797;TE VIRGIN ISLANDS X 25 UNID.;;95.000;
7790150069073;CHIMICHURRI ALICANTE X 50 GR;;4.290;
7790150079898;CAFE TORRADO LV EN SAQUITO X 5GR;;280.000;
7790150079904;CAFE TORRADO LV EN SAQUITOS CAJA 20 X 5GR;;5010.000;
7790150079973;CAJA CAFE EN SAQ LA VIRGINIA 20 X 5GR;;330.000;
7790150080108;CAFE EN SAQUITO LA VIRGINIA X 7 GR;;60.000;
7790150080115;CAJA CAFE EN SAQUITO MI CAFE LA VIRGINIA X 20 S;;1170.000;
7790150080146;CAJA CAFE SAQ LV X 7 GR;;1125.000;
7790150090190;CAPSULAS LV CAPPUCCINO M DE CHOC Y AVELLANAS X 8U;;4055.000;
7790150092460;NEOMALT INST FRASCO X 100 GR;;5.460;
7790150096000;FILTRO DE PAPEL P/CAFE LA VIRGINIA X 40;;5.291;
7790150100080;CAFE INSTANTANEO LA VIRGINIA X 36 SOBRES;;256.000;
7790150100462;CAFE INST. LA VIRGINIA DOY PACK X 170GR;;7110.000;
7790150100486;CAFE INST LA VIRGINIA CLASICO X 170GR;;459.000;
7790150100677;CAFE INST LA VIRGINIA CLÁSICO X 50GR;;295.000;
7790150100783;CAFE INST LA VIRGINIA CLÁSICO X 100 GR;;4270.000;
7790150100806;CAFE INSTANTANEO LV CLASICO DP X 100 GR;;348.000;
7790150101490;CAFE INST LV SUAVE ESPUMA INST X 170GR;;459.000;
7790150101667;CAFE INST LV SUAVE ESPUMA INST X 50GR;;295.000;
7790150101773;CAFE INST LV SUAVE ESPUMA INST X 100GR;;4270.000;
7790150102039;CAFE INST SUAVE LA VIRGINIA X 100 GR;;265.000;
7790150110157;CAFE INST KALMA LV DESCAFEINADO X 100 G;;227.100;
7790150160619;CAPPUCCINO LV TRADICIONAL 10 X 12.5GR;;505.000;
7790150160640;CAPPUCCINO LV TRADICIONAL X 12.5GR;;420.000;
7790150160725;CAPPUCCINO LA VIRGINIA DP X 125GR;;2950.000;
7790150160787;CAPPUCCINO LA VIRGINIA X 210GR;;5000.000;
7790150160855;CAPPUCCINO LA VIRGINIA SOBRE X 1;;30.000;
7790150160923;CAPPUCCINO LA VIRGINIA LIGHT DP X 100GR;;3120.000;
7790150160954;CAPPUCCINO LA VIRGINIA LIGHT X 9GR;;460.000;
7790150161029;CAPPUCCINO LA VIRGINIA MOUSSE CHOC Y AVE DP X 155GR ;;3750.000;
7790150161074;CAPPUCCINO LA VIRGINIA MOUSSE CHOC Y AVE X 15GR;;42.000;
7790150161128;CAPPUCCINO LA VIRGINIA VAINILLA DP X 155GR;;3570.000;
7790150161227;CAPPUCCINO LA VIRGINIA D D LECHE DP X 155 GR ;;3800.000;
7790150161326;LATTE LA VIRGINIA DP X 125GR;;253.000;
7790150161371;CORTADO LA VIRGINIA DP X 125GR;;307.000;
7790150161395;CORTADO LA VIRGINIA X 12.5GR;;39.000;
7790150161401;CAJA CORTADO LA VIRGINIA 10 X 12.5GR;;385.000;
7790150161500;CAPPUCCINO LA VIRGINIA MOCHA DP X 125GR;;3800.000;
7790150211625;TE EN SAQUITOS LA VIRGINIA X 25 ;;465.000;
7790150211908;TE LA VIRGINIA EN SAQUITO X 25;;790.000;
7790150211939;TE LA VIRGINIA X 50 SAQ;;1600.000;
7790150240175;TE LV SABORIZADO LIMON  X 20U;;1420.000;
7790150240403;TE CON SABOR MANZANA LA VIRGINIA X 25;;82.000;
7790150260142;YERBA MATE LITORAL EN SAQ ENS X 25U;;1235.000;
7790150260241;YERBA MATE LITORAL X 50 SAQ ENS;;2470.000;
7790150260661;YERBA MATE LITORAL S/ENS X 50;;2240.000;
7790150260821;YERBA MATE EL LITORAL S/ENS X 25;;1060.000;
7790150260906;YERBA MATE LITORAL EN SAQUITOS S/ENS X 25;;149.000;
7790150310137;TE BOLDO LA VIRGINIA X 25 SAQ;;124.000;
7790150310267;TE DE BOLDO LA VIRGINIA X 25U;;2050.000;
7790150320266;TE TILO LA VIRGINIA X 25 SAQ;;2010.000;
7790150330166;TE MANZANILLA LA VIRGINIA X 25;;1240.000;
7790150331088;TE LA VIRGINIA MANZANILLA C/ANIS X 25U;;1005.000;
7790150340165;TE DE MENTA PEPERINA LA VIRGINIA X 25U;;1085.000;
7790150350171;TE DE CEDRON LV X 25 SAQ;;150.000;
7790150355084;TE VERDE LA VIRGINIA X 20;;1090.000;
7790150355244;TE VERDE CITRUS LA VIRGINIA X 20U;;1430.000;
7790150360262;TE HIERBAS NATURALES LA VIRGINIA X 25;;1335.000;
7790150370100;TE HERBO FUN INSPIRAR LA VIRGINIA X 25U;;1550.000;
7790150380161;TE CON SABOR DURAZNO LA VIRGINIA X 25;;67.350;
7790150386668;ARROS AZAFRANADO ALICANTE X 210 GR;;9.048;
7790150396162;TE DE FRUTILLA LV X 20U;;110.000;
7790150405055;AJÍ TRITURADO ALICANTE X 25 G;;34.000;
7790150405338;AJI TRITURADO ALICANTE X 50GR;;66.000;
7790150406915;AJI TRITURADO ALICANTE X 25GR;;660.000;
7790150411391;AJO TRITURADO ALICANTE X 50 GR;;1045.000;
7790150413005;ALBAHACA ALICANTE X 20GR;;735.000;
7790150425220;AZAFRAN MOLIDO ALICANTE X 1 CAP;;124.000;
7790150425251;AZAFRAN MOLIDO ALICANTE X 2 CAPS;;4140.000;
7790150430392;BICARBONATO DE SODIO ALICANTE X 50 G;;580.000;
7790150431351;SABOR EN POLVO ALICANTE CARNE X 7.5GR;;210.000;
7790150432433;SABOR EN POLVO ALICANTE GALLINA X 7.5GR;;210.000;
7790150433423;SABOR EN POLVO ALICANTE VERDURA X 7.5GR;;210.000;
7790150433621;SABOR EN POLVO ALICANTE VERDURA R/SODIO X 6GR;;210.000;
7790150434420;SABOR EN POLVO ALICANTE F. HIERBAS 7.5GR;;230.000;
7790150434857;SABOR EN POLVO ALICANTE PANCETA Y HIERBAS X 7.5GR;;230.000;
7790150435380;CANELA MOLIDA ALICANTE X 25 GR;;1030.000;
7790150436080;CANELA EN RAMA X 20 GR;;840.000;
7790150437773;SABOR EN POLVO ALICANTE ALBAHACA Y AJO X 7.5GR;;230.000;
7790150438275;SABOR EN POLVO ALICANTE CHAMP Y HONGOS X 7.5GR;;230.000;
7790150438794;SABOR EN POLVO ALICANTE CREMA Y VERDEO X 7.5GR;;230.000;
7790150438947;SABOR EN POLVO ALICANTE PUERRO X 7.5GR;;19.000;
7790150439357;SABOR EN POLVO ALICANTE 4 QUESOS X 7.5GR;;230.000;
7790150440438;SOPA DE LA ABUELA FIDEOS C/VERDURAS ALICANTE X 72 GR;;525.000;
7790150440483;SOPA DE LA ABUELA TIPO CRIOLLA ALICANTE X 72 GR;;460.000;
7790150441510;SOPA DE LA ABUELA CAMPESTRE ALICANTE X 68 GR;;83.000;
7790150441602;SOPA NATURAL ALICANTE FIDEOS Y VEGETALES X 59GR;;101.000;
7790150445365;CHIMICHURRI ALICANTE X 25 G;;920.000;
7790150465332;COMINO MOLIDO ALICANTE X 25 G;;785.000;
7790150470350;CONDIMENTO PARA ARROZ ALICANTE X 25 G;;850.000;
7790150480243;CONDIMENTO PARA CARNES ALICANTE X 25 G;;470.000;
7790150490334;CONDIMENTO PARA PIZZA ALICANTE X 25 G;;790.000;
7790150496084;CONDIMENTO PARA TUCOS Y GUISOS ALICANTE X 25GR;;610.000;
7790150497272;CONDIMENTO PARA EMPANADAS Y RELLENOS ALICANTE X 25 GR;;890.000;
7790150510353;ESPECIAS SURTIDAS ALICANTE X 25 G;;1295.000;
7790150530320;LAUREL TRITURADO ALICANTE X 25 G;;440.000;
7790150531181;LAUREL EN HOJAS ALICANTE X 10 GR;;1490.000;
7790150532201;MIX PICANTE ALICANTE X 25GR;;980.000;
7790150532300;MIX CRIOLLO ALICANTE X 25GR;;980.000;
7790150532423;MIX FINAS HIERBAS ALICANTE X 20GR;;980.000;
7790150532508;MIX ITALIANO ALICANTE X 20GR;;89.000;
7790150532706;MIX A LAS BRASAS ALICANTE X 25GR;;980.000;
7790150532805;MIX CURRY ALICANTE X 25GR;;980.000;
7790150535394;NUEZ MOSCADA MOLIDA ALICANTE X 25 GR;;1730.000;
7790150540183;OREGANO ALICANTE X 25 G;;1050.000;
7790150540336;OREGANO ALICANTE X 50 GR;;1580.000;
7790150545287;PEREJIL DESHIDRATADO ALICANTE X 25GR;;152.000;
7790150550588;PIMIENTA BLANCA MOLIDA ALICANTE  X 25 GR;;1450.000;
7790150551363;PIMIENTA BLANCA EN GRANO ALICANTE X 25 GR;;250.000;
7790150551721;MOLINILLO PIMIENTA BLANCA EN GRANO X 45 GR;;3230.000;
7790150555446;PIMIENTA NEGRA MOLIDA ALICANTE X 25 G;;1080.000;
7790150556368;PIMIENTA NEGRA EN GRANO ALICANTE X 25 GR;;580.000;
7790150556726;MOLINILLO PIMIENTA NEGRA EN GRANO X 45 GR;;2670.000;
7790150564844;PIMENTON ALICANTE X 25GR;;650.000;
7790150565735;PIMENTON ALICANTE X 50GR;;121.000;
7790150570180;PROVENZAL ALICANTE X 25 G;;900.000;
7790150570340;PROVENZAL ALICANTE X 50 GR;;1280.000;
7790150573280;ROMERO ALICANTE X 15 GR;;560.000;
7790150580424;SALSA BLANCA ALICANTE X 40G;;470.000;
7790150600283;TOMILLO ALICANTE X 15 GR;;485.000;
7790150610305;ESENCIA ARTIFICIAL DE VAINILLA ALICANTE X 100;;1610.000;
7790150611074;SEMILLAS MIX ENSALADAS ALICANTE X 150GR;;1945.000;
7790150673423;TE CON MIEL LA VIRGINIA X 25;;4.251;
7790150696354;TE HELADO SABOR LIMON LA VIRGINIA;;1.248;
7790150696378;TE HELADO SABOR MANZANA LA VIRGINIA;;1.248;
7790150696668;SALSA DE MOSTAZA ALICANTE X 23 GR;;4.173;
7790150696675;SALSA DE CHOCLO ALICANTE X 27 GR;;4.173;
7790150696835;TE LA VIRGINIA C/MANDARINA. NARANJA Y POMELO X 20;;158.000;
7790150696842;TE LA VIRGINIA C/FRUTOS TROPICALES X 20 ;;88.800;
7790150811061;FILTRO DE PAPEL Nº 4 LA VIRGINIA X 40;;4500.000;
7790150811948;EDULCORANTE TUY SWEET X 50 SOBRES;;1185.000;
7790150811962;EDULCORANTE TUY SWEET X 100 SOBRES;;445.000;
7790150812273;TUY SWEET POLVO X 400 SOBRES;;640.000;
7790150812747;TUY LV STEVIA EN SOBRES X 50U;;1595.000;
7790150812761;EDULCORANTE TUY STEVIA X 100 SOBRES;;360.000;
7790150812884;EDULCORANTE TUY CLASICO LV X 100SOB;;161.000;
7790150812921;TUY LV CLASICO EN SOBRES X 50U;;720.000;
7790150813003;TUY MATE LIQUIDO X 200CC;;1750.000;
7790150813355;TUY LV SWEET LIQUIDO X 200 CC;;1390.000;
7790150813508;TUY LV STEVIA LIQUIDO X 200CC;;1370.000;
7790150814055;TUY LV CLASICO X 200CC;;133.000;
7790150830444;CHOCOLINO PLUS FORTIFICADO X 180 GR;;1290.000;
7790150830468;CHOCOLINO PLUS FORTIFICADO X 360GR;;1980.000;
779015101780;CAFE INSTANTANEO LV SUAVE DP X 100GR;;2505.000;
7790167000069;ARROZ COPARVI X 500 GR;;1.521;
7790170000025;CAFE LA MORENITA SAQUITO X 1;;9.000;
7790170001084;YERBA MATE LA MORENITA X 25;;1.859;
7790170001282;CAFE LA MORENITA X 250 G;;6.006;
7790170903920;CAFE EN SAQUITO LA MORENITA X 5GR;;18.000;
7790170903937;CAFE LA MORENITA EN SAQUITOS 20 X 5 GR;;2580.000;
7790170904798;CAFE INST MORENITA INTENSO FCO X 100GR;;369.000;
7790170907478;CAPPUCCINO LA MORENITA DP X 125GR;;264.000;
7790170914018;TE LA MORENITA X 25U;;80.000;
7790170914209;TE LA MORENITA X 50U;;120.000;
7790170923621;TE DE TILO LA MORENITA X 20U;;93.000;
7790174000533;MILANESA DE SOJA VEGETALEX TRAD X 340GR;;62.300;
7790174000540;MILANESA DE SOJA VEGETALEX AC/ESP X 340GR;;67.850;
7790199000020;HARINA MORIXE 0000 X 1KG;;130.000;
7790199604075;HARINA MORIXE 000 X 1KG;;715.000;
7790199604273;HARINA P/PIZZAS MORIXE X 1KG;;224.000;
7790217000032;YERBA MATE LA CUMBRECITA X 500 GR;;130.000;
7790220000746;AZUCAR BELLA VISTA  X 1 KG;;337.000;
7790220001705;AZÚCAR DUL-C;;4.498;
7790229000372;TARTELETAS SALADAS EDEMY X 150 GR;;1830.000;
7790244001453;DULCE DE LECHE SAN IGNACIO X 400 GR;;121.000;
7790244009114;DULDE DE LECHE SAN IGNACIO REPOSTERO X 400GR;;146.000;
7790244009169;DULCE DE LECHE SAN IGNACIO LIGHT X 400GR;;102.000;
7790244940929;DULCE DE LECHE SAN IGNACIO TRADICION X 200GR;;184.000;
7790244941339;DULCE DE LECHE SAN IGNACIO CON COOKIES X 95 GR;;180.000;
7790244941414;DULCE DE LECHE SAN IGNACIO TRADICIONAL X 410GR;;304.000;
7790250017165;PAPEL HIGIÉNICO HIGIENOL TEXTURADO X 6;;4.940;
7790272000435;ACEITE DE OLIVA NATURA CLAS LTA X 500ML;;133.600;
7790272000534;ACEITE DE OLIVA NATURA INTENSO X 500ML;;88.500;
7790272000831;ROCIO VEGETAL NATURA X 120 GR;;3910.000;
7790272000848;ROCIO VEGETAL MAZOLA X 120GR;;680.000;
7790272001005;ACEITE NATURA X 900 ML;;3400.000;
7790272001029;ACEITE NATURA X 1.5;;5360.000;
7790272001036;ACEITE NATURA X 3 LTS;;10210.000;
7790272004112;ACEITE NATURA X 5LT;;770.000;
7790272004457;ACEITE CADA DIA X 1.5;;22.400;
7790272004464;ACEITE CADA DIA X 3 LTS;;45.400;
7790272005553;ACEITE DE SOJA SOJOLA X 900ML;;155.000;
7790272005577;ACEITE DE SOJA SOJOLA X 1.5LT;;216.000;
7790272006178;ACEITE NATURA DE OLIVA CLASICO LTA X 500ML;;3225.000;
7790272007328;ACEITE DE OLIVA NATURA PET X 500ML;;201.000;
7790279001084;LENTEJON VALLE ARGENTINO X 400 GR;;4.511;
7790279001367;LENTEJAS SAUCE SOLO X 400 GR;;3.302;
7790310000038;LAY'S RESTÓ CIBOULETTE Y TQ OLIVA X 42 GR;;3.237;
7790310000052;LAY'S RESTÓ ORÉGANO Y TQ OLIVA X 68 GR;;6.435;
7790310000229;SNACK MIX X 90 GR;;3.133;
7790310000267;3 D'S X 32 GR;;2.054;
7790310000557;CONO 3D X 70 GR;;4.225;
7790310000670;PAPAS LAYS X 65 GR;;4.225;
7790310000724;PAPAS LAY´S MEDITERRANEAS TOM Y ALBAHACA X 32 GR;;2.119;
7790310000748;PAPAS LAY´S MEDITERRANEAS TOM Y ALBAHACA X 70;;8.645;
7790310000779;MAICITOS PEHUAMAR QUESO X 55 GR;;3.224;
7790310000793;MIX PASAS Y MANI PEHUAMAR X 100 GR;;3.380;
7790310000953;MIX CASTAÑAS Y MANI PEHUAMAR X 100 GR;;3.380;
7790310001080;TWISTOS HORNEADOS X 30 GR;;1.950;
7790310001127;TWISTOS HORNEADOS X 30 GR;;1.950;
7790310001233;LAY'S PIZZA X 36 GR;;4.225;
7790310001578;TWISTOS QUESO CREMA Y CIBOULETTE X 37 GR;;3.211;
7790310001653;TWISTOS TOSTADITAS MULTICEREAL X 90 GR;;5.265;
7790310001677;TWISTOS TOSTADITAS DULCES X 90 GR;;5.265;
7790310001691;TWISTOS TOSTADITAS DULCES MORAS X 90 GR;;5.265;
7790310001714;TWISTOS TOSTADITAS INTEGRALES X 90 GR;;5.265;
7790310001813;LAY´S RESTÓ PARMESANO AHUM C/ HIER X 30 GR;;2.054;
7790310001844;LAYS RESTO PARMESANO AHUM C/HIERBAS X 70 GR;;7.514;
7790310001851;LAYS RESTO PECHUGA DE POLLO X 70 GR;;10.738;
7790310002018;PAPAS LAY´S X 173 G;;12.272;
7790310002131;TWISTOS BASTONCITOS X 140 GR;;6.422;
7790310002322;PAPAS FRITAS PEHUAMAR X 22 GR;;2.067;
7790310919651;MACHITOS BUN X 70 GR;;3.133;
7790310979921;PAPAS LAY´S MEDIT JAMON SERRANO X 65 GR;;5.382;
7790310980064;3D X 33 GR;;2.444;
7790310980408;DORITOS QUESO X 32 GR;;2.119;
7790310980514;PAPAS PEHUAMAR PROVOLETA X 55 GR;;4.329;
7790310981146;PAPAS LAY´S X 34 GR;;2.106;
7790310981207;LAYS CLASICAS X 400 GR;;26.845;
7790310981306;PAPAS LAY´S X 30 G;;2.080;
7790313000011;DURAZNO EN LATA LA COLINA X 485;;8.632;
7790313000073;EXTRACTO DE TOMATE LA COLINA X 150GR;;69.000;
7790326000626;YERBA MATE SINCERIDAD SUAVE X 500 GR;;1990.000;
7790326000794;YERBA MATE SINCERIDAD SUAVE X 1 KG;;234.000;
7790326001302;YERBA AGUANTADORA TRADICIONAL X 500 GR;;1940.000;
7790360720115;PICADILLO SWIFT X 90 GR;;930.000;
7790360720382;PATE SWIFT X 90GR;;114.000;
7790378000056;PICKLES MIXTOS MAMONE X 320 GR ;;1030.000;
7790378000315;ACEITUNAS MAMONE VERDES 0 X 320GR;;520.000;
7790378000360;PEPINILLOS EN VINAGRE MAMONE X 600GR;;307.000;
7790378000988;ACEITUNAS NEGRAS MAMONE 0 X 320 GR;;420.000;
7790380012108;TURRON DE MANI GEORGALOS X 120 GR;;4.628;
7790380013587;TURRON DE MANI SOFT GEORGALOS X 90 GR;;4.511;
7790380016892;NUCREM GEORGALOS O% GRASAS TRANS X 320 GR;;13.767;
7790380017035;NUCREM GEORGALOS CHOCOLATADO X 170 GR;;8.411;
7790380019503;ANILLOS FRUTALES FLYNN PAFF X 200GR;;342.000;
7790380019510;BOLITAS DE CHOCOLATE GEORGALOS X 200GR;;110.000;
7790380019527;COPOSAURIOS GEORGALOS X 200GR;;239.000;
7790380019633;CEREAL BOLITAS CHOCO TODDY X 200GR;;430.000;
7790387010152;MATE COCIDO UNION SUAVE X 40U;;3470.000;
7790387013627;YERBA TARAGUI FLEX X 500GR;;1870.000;
7790387014327;YERBA UNION SUAVE ORIGINAL X 500 GR;;186.000;
7790387014624;YERBA UNION SUAVE FLEX X 500GR;;1870.000;
7790387015324;YERBA MAÑANITA X 500GR;;233.000;
7790387113327;YERBA TARAGUI X 500 GR;;136.000;
7790387712018;TE TARAGUI MEZCLA HIERBAS X 25;;125.000;
7790387800050;MATE COCIDO TARAGUI S/ ENS X 25 SAQ;;595.000;
7790387800067;MATE COCIDO TARAGUI X 50U;;815.000;
7790387800081;MATE COCIDO UNION DIAMANTADO S/E X 25U;;980.000;
7790387800104;MATE COCIDO UNION SUVE X 100U;;354.000;
7790387800142;TE TARAGUI S/E X 50U;;680.000;
7790411000050;YERBA ROSAMONTE X 500GR;;2130.000;
7790411000142;TÉ ROSAMONTE X 25 ;;38.000;
7790411000784;MATE COCIDO ROSAMONTE X 25U;;10.850;
7790411001491;YERBA ROSAMONTE PLUS X 1KG;;319.000;
7790411001507;YERBA ROSAMONTE PLUS X 500 GR;;172.000;
7790411001514;YERBA ROSAMONTE SUAVE PLUS X 1KG;;362.000;
7790411001521;YERBA ROSAMONTE SUAVE PLUS X 500 GR;;247.000;
7790411001958;YERBA ROSAMONTE X 500 GR;;2075.000;
7790411001972;YERBA ROSAMONTE SUAVE X 1KG;;1085.000;
7790411001989;YERBA ROSAMONTE SUAVE X 500 GR;;2130.000;
7790412000271;TOSTADAS DE ARROZ LEIVA CLASICAS X 150 GR;;106.000;
7790412000288;TOSTADAS DE ARROZ LEIVA DULCES X 150 GR;;151.000;
7790412001629;TOSTADAS DE ARROZ LEIVA LINO Y CHIA X 160GR;;73.000;
7790427000013;FIDEOS 308 NIDO NRO 1 AL HUEVO X 500 GR;;457.000;
7790427000020;FIDEOS 308 NIDO NRO 2 C/ HUEVO X 500 GR;;457.000;
7790427000037;FIDEOS 308 NIDO NRO 3 AL HUEVO X 500 GR;;457.000;
7790427000044;FIDEOS DE SEMOLÍN NIDOS MORRÓN X 500 GR;;7.800;
7790427000051;FIDEOS 308 NIDOS C/ ESPINACA X 500 GR;;457.000;
7790427000242;FIDEOS 308 MORRON X 500 GR;;290.000;
7790427000259;FIDEOS 308 ESPINACA X 500 GR;;457.000;
7790427000440;FIDEOS 308 NIDO NRO 4 AL HUEVO X 500 GR;;457.000;
7790427002017;FIDEOS DE SÉMOLA 308 DEDALES X 500 GR;;5.122;
7790427002048;FIDEOS DE SÉMOLA 308 CODOS RAYADOS X 500 GR;;4.797;
7790427002062;FIDEOS DE SÉMOLA 308 MOSTACHOLES X 500 GR;;4.797;
7790427002079;FIDEOS DE SÉMOLA 308 RIGATTI X 500 GR;;5.122;
7790427002093;FIDEOS DE SÉMOLA 308 TIRABUZON X 500 GR;;5.122;
7790427002123;FIDEOS DE SÉMOLA 308 CODOS GRANDES X 500 GR;;4.797;
7790427005100;FIDEOS 308 MOÑOS CON HUEVO X 500 GR;;104.000;
7790427005124;FIDEOS 308 MOÑOS AL HUEVO X 500 GR;;290.000;
7790427005179;FIDEOS 308 CINTA ARGENTINA X 500GR;;307.000;
7790430017121;LECHE NIDO CRECIMIENTO 1+ X 370 GR;;18.070;
7790430017190;LECHE EN P. SVELTY NESTLE X 400;;19.214;
7790430017312;LECHE EN POLVO NIDO X 800;;26.741;
7790430017336;LECHE EN POLVO NIDO BOLSA X 400 GR;;13.351;
7790430065139;NESCAFE DOLCA X 100 G;;10.140;
7790480000081;MATE COCIDO LA TRANQUERA X 25 U;;61.000;
7790480000098;MATE COCIDO LA TRANQUERA ENS X 50 SAQ;;162.000;
7790480008254;TE GREEN HILLS X 25;;68.000;
7790480008773;MATE COCIDO LA TRANQUERA X 50;;125.000;
7790480089826;MATE COCIDO LA TRANQUERA SELEC. ESP X 50U;;295.000;
7790480089857;TE GREEN HILLS CLASICO X 50U;;240.000;
7790490998019;EDULCORANTE HILERET MATE BOT X 400ML;;800.000;
7790490998071;HILERET SWEET FORTE X 100U;;765.000;
7790490998118;HILERET SWEET FORTE X 200U;;1080.000;
7790490998163;CAJA HILERET SWEET X 400 SOB;;12580.000;
7790490998231;HILERET CLASICO  X 250ML;;3040.000;
7790499000591;ATUN EN ACEITE Y AGUA LA BANDA X 120;;4.589;
7790499000621;PALMITOS FRUTAS DE ORO X 400 GR;;10.140;
7790499001154;ANANA EN TROZO LA BANDA X 565;;7.098;
7790499001765;CÓCTEL 5 FRUTAS LA BANDA X 820 GR;;11.661;
7790499002052;CABALLA AL NATURAL LA BANDA X 300 GR;;9.204;
7790499002274;CABALLA EN AGUA Y ACEITE LA BANDA X 200;;4.849;
7790550000140;CAFE CABRALES X 125 GR;;272.000;
